gene	log2FC	score	pvalue	pvalue_adj
C9orf16	1.9441208	20.32694	7.429188989306307e-92	3.011999524738814e-90
GABARAP	1.3350068	20.298065	1.3374889545544922e-91	5.408463747822287e-90
LRRFIP1	1.8345695	20.261946	2.7872638214745453e-91	1.1237299203258673e-89
LTC4S	1.8704876	20.242388	4.1459272757010044e-91	1.6645322188706796e-89
PHACTR1	2.2742255	20.237223	4.6039307422306234e-91	1.8458505681783723e-89
RBM47	1.967132	20.200232	9.743816348336257e-91	3.901170348772246e-89
COX4I1	1.5029457	20.187267	1.2668092431978592e-90	5.064959169172962e-89
CD302	1.8790656	20.153435	2.5107433203927653e-90	1.0010766505185334e-88
TNFRSF1B	1.832106	20.046663	2.1584616356965067e-89	8.55893696887228e-88
GPX4	1.6750749	20.036684	2.6376970221349678e-89	1.0444918879295275e-87
EIF1	0.5522831	19.993397	6.28677014783932e-89	2.4860692840436557e-87
ATP5MG	1.7037238	19.992218	6.437030615150988e-89	2.542011529947672e-87
PLIN2	2.1794446	19.98374	7.628859650214324e-89	3.0044611159229627e-87
