gene	importance
ZNF138	0.00036534037259223524
DAPP1	0.0003640258543293035
TENT4B	0.00036387638098992533
SIRPB1	0.00036220609908500155
CTDP1	0.0003619039433253422
ULK1	0.000361694715205888
RMI1	0.0003614623648306257
NBPF14	0.00035997693401179816
LILRA5	0.00035914883546086894
DHX34	0.000358835390305428
ATG2A	0.000358601093065794
TP53INP1	0.0003576673398733515
PHTF1	0.0003571445717585057
STK40	0.0003559946926945293
MHENCR	0.0003551941815054366
EMILIN2	0.000354207581109678
TBL1X	0.0003526686831963732
FCGR3B	0.0003502536517870972
IFI27	0.0003501588197954898
SBNO2	0.00034969964818548437
PER2	0.0003477042740839408
TNFRSF10C	0.0003464465287115952
TNIP2	0.0003459321075688809
SOX6	0.0003452722235628466
TSTD1	0.00034487811165475224
ANKRD22	0.0003447756409786796
AC005632.3	0.0003446079289338111
CLEC4A	0.0003444122461954175
TTC9C	0.00034401064293961497
SNN	0.0003417259357040128
LINC02432	0.00034103713098933584
FUT10	0.00033938149437791505
APOBR	0.00033891260393508567
TRIM58	0.00033875602022363733
GCLM	0.00033816458086591956
BCHE	0.0003372139578586198
CCDC9	0.0003369841695986703
AC023157.3	0.00033695780308928396
FAM107A	0.0003366100894645848
B3GALT4	0.0003357901641982283
LINC01001	0.0003353834088846943
CD300LF	0.0003353689783254449
EFCAB5	0.0003351888038388814
WAKMAR2	0.0003347865672992243
PLAC8	0.00033474706613248413
BTN3A1	0.00033420137739825285
MRVI1	0.00033395990756408643
CNEP1R1	0.000333770571082812
ACAD10	0.00033340471726654307
TMEM131L	0.0003320055108035169
Z83847.1	0.0003317443606588239
ZNF619	0.000331194742613264
XIRP1	0.0003308131918600613
ZNF429	0.00033053595751158046
ZBTB21	0.00033009820014590915
ID3	0.00032997104850872414
MX2	0.00032953298670526274
BCR	0.00032934173367656604
IMPDH1	0.00032908909759288003
SMARCD3	0.00032864891067162054
USB1	0.00032805613708940804
NAPRT	0.0003275180668288234
ZNF250	0.00032746393004357314
PRKD2	0.0003267102515371901
THBD	0.0003266468135248873
RASSF3	0.00032432743201825864
SMIM27	0.00032388010363239305
BIN3	0.0003238120759485403
RAP1GAP2	0.0003235559254679123
ELF4	0.0003232210487413618
LINC01888	0.000323198505319541
HOTAIRM1	0.00032299176178957533
NRXN1	0.0003218013331197967
UNC13D	0.00032165507358757647
AC016831.5	0.0003216212061162767
AC005920.1	0.00032132754549700894
PELI2	0.00032064792179153294
NAA30	0.00032008207932383045
ZDHHC18	0.0003198340901421426
RTCA-AS1	0.00031905131487707753
TMEM71	0.000318049652178002
ARID3B	0.00031723853087348364
MARK4	0.0003171900991430749
SOX11	0.0003165432349075138
RHOF	0.0003153542566011152
ARNTL	0.00031500535656872386
PHKA2	0.00031378302990707875
STYXL1	0.0003128748912353684
KYAT3	0.00031265308469723596
AC016821.1	0.0003123557883153577
CXCR1	0.00031207401682819836
CFAP36	0.0003115950696307818
NBEAL2	0.00031131381923772954
FES	0.00031108386758635766
HCP5	0.0003104852169637627
PDK1	0.00030996888071145606
RPGR	0.0003093260814001546
AL138995.1	0.0003092974359902834
RALGPS2	0.00030870872660915103
MS4A1	0.0003072272140378364
ZBTB18	0.00030711507603610146
BBC3	0.0003069918113350625
PLPPR2	0.00030657929143749856
ABHD4	0.000306130265183121
IGHV1-3	0.00030527971378760025
SIRPB2	0.0003052610829008719
SEMA4B	0.0003050813137246297
STEAP4	0.0003050234383030668
MAFK	0.000304269015653011
ZNF346	0.0003041712325516334
SULT1A1	0.00030414136928653203
MAP2K6	0.0003033987922245214
ARL11	0.0003023765252458942
WDFY3-AS2	0.0003018439869181745
MIR155HG	0.00030065395163990713
C11orf96	0.0003003985933358263
RFTN1	0.00030004539642981566
TRIM21	0.00029944339159669467
ZFYVE1	0.00029935865034552196
ZNF319	0.00029899502792313893
PPCDC	0.0002986698103602935
AC008761.1	0.0002972245042825663
LINC00467	0.00029716465769886986
SMIM25	0.0002971216322858949
TRIM25	0.00029615037588243506
GABRA2	0.00029586026785533015
CSF2RB	0.0002957212520285191
TBX21	0.0002955919918209973
ACAP1	0.000295444788742009
JAML	0.0002952721879604692
RAB37	0.0002949331074619032
LHFPL3	0.00029457314041142946
DHRS12	0.0002942883028178577
AC007298.2	0.0002929117141632255
POLD3	0.00029250832282399266
KLRC1	0.0002923173796110492
ZNF438	0.0002917492351672167
IFIT1	0.0002917162638566124
B4GALT5	0.00029158169895135996
C16orf54	0.00029087248016624614
AC007032.1	0.00029062196732304894
CKAP4	0.00029053182899338643
SESN2	0.00028987968435529107
MMP16	0.0002895566398873179
AC020656.1	0.00028909984918276834
SLC19A1	0.0002871819872327249
GAPT	0.0002867757474776509
KIF3B	0.0002863482343022798
SNTB2	0.00028599048685949073
AC010210.1	0.0002855546345705543
FAM89B	0.00028482084788265306
LRRN1	0.00028445139222056697
TNFAIP6	0.00028440743653378235
AL391335.1	0.0002840208255670216
AC044849.1	0.0002836092303921573
HEMGN	0.00028345296113914615
GRB10	0.00028309978482272036
BPGM	0.00028248073049892534
AL157762.1	0.0002820851133134643
BCORL1	0.00028201684458640424
AP001033.2	0.000281952439940427
LTB	0.0002818294912054738
FLT1	0.00028149813260579736
INKA2	0.00028136461398586094
ACTN1	0.0002806071116010705
HBM	0.00028039931704381093
AC091965.1	0.0002803341924041338
RARA	0.0002797516586565371
EPB42	0.0002797112919541858
XKR8	0.0002792252345298174
LMNB1	0.0002789325276609666
SCG3	0.00027874865337347365
CTSW	0.00027865385703854546
LMTK2	0.00027835015666796085
GPR160	0.0002777195695863313
NGFR	0.0002774665536825064
RAB3D	0.0002773985043866203
MIR4435-2HG	0.0002773923126595841
HIGD1B	0.0002770176206310375
HIRA	0.0002769418038279616
KIF27	0.00027656364257905915
ARG1	0.0002765239161424013
AL606834.1	0.0002764229549507123
CCDC71L	0.00027608574846928587
VPS9D1	0.00027603049508441425
TBC1D8	0.000274790430025394
ANGPTL4	0.00027422975013570054
ZNF487	0.0002739751156851382
AL162377.1	0.0002737532089164034
CRADD	0.0002737010884275648
CNTNAP3C	0.000272766942164669
THBS1	0.0002721334720789174
P2RY8	0.0002719193611357989
TBC1D10C	0.00027183630592098637
HIST1H3D	0.00027182562232975913
FAM209A	0.0002712324733388473
GZMK	0.0002710805021444556
QPCT	0.00027074280235564593
CEP135	0.00027039741409393755
HIST1H2AK	0.0002699805783754011
IGHV3-48	0.00026987739198772826
TRGV10	0.00026967794766377505
KIAA0040	0.0002690705359649819
C3orf62	0.000268627274207051
CSTA	0.00026855883029248414
SLC25A51	0.00026850931149359025
GPR171	0.0002682527374655488
ZNF516	0.0002678310063801809
TPST1	0.00026777248600181203
EIF4E3	0.0002673797978885794
DACT1	0.00026692864675043304
AC002091.1	0.00026666113568206466
BX284668.6	0.0002652540114487044
RFX1	0.00026505322790339224
PGM1	0.0002648838928095147
RNASEL	0.0002644235897411599
PDLIM7	0.0002642225222867103
ERLIN1	0.00026419928710855753
LTB4R	0.0002637757162046415
SLC45A4	0.0002632958191441995
TRIM65	0.00026286982718610303
GRIN2C	0.00026281496078697894
PIM2	0.00026259718344177543
CCN1	0.000261879724181347
OLFM1	0.0002614219873012745
ING2	0.0002607975131210302
TUBB1	0.0002604272299631821
PITPNM1	0.00026001443140862614
CARD8-AS1	0.0002598764008854374
SLC25A53	0.0002598537914394476
RNF217-AS1	0.0002597429647763189
PGLYRP1	0.0002596759578979153
VAX1	0.0002594478432501056
AC125437.3	0.000259420709931066
AC009948.3	0.00025806031698989614
ZC3H3	0.0002579990757754103
RAB27A	0.0002579426666765915
FURIN	0.00025773925523670156
PSPH	0.0002576376828252471
AIFM1	0.0002576161838864813
TRBV20-1	0.000257574394004569
FAS	0.0002572723313160961
AC005392.2	0.0002571913593795643
LINC01381	0.0002569513423072957
ZNF667	0.0002565581651545656
CDH23	0.0002565538128280148
PSTPIP2	0.00025635885911604766
NUAK2	0.00025634434638018754
MPP7	0.000255999300427982
TRBV27	0.00025549314785787766
CCDC126	0.0002554417651711753
MYCBP	0.0002546778336596317
CLIC3	0.00025430453761185934
AC083862.3	0.00025394044919441254
HIST2H2AA4	0.00025353812043530554
BX842242.1	0.00025342136659996483
TAGLN	0.00025320716998924407
AC132192.2	0.0002531320142859141
IL1RN	0.0002528553650613015
SPATA2L	0.0002522095638043741
ZNF646	0.00025068923536341605
PM20D2	0.00025038229404620693
AQP4	0.0002497928689197856
CAMKK1	0.00024957237142592543
NFAM1	0.000249289222881531
METTL4	0.00024922959073850733
SH3BP5L	0.00024877922784701656
PSTPIP1	0.00024812323193426026
MUSTN1	0.0002474075663466783
CNNM4	0.0002471675828875634
XCL2	0.0002466425159182463
ADRA1A	0.0002461622156583972
PPP1R3B	0.00024589546274497574
TIMP3	0.00024525579208453907
LINC00906	0.0002450836610225067
KLC4	0.000244825966162209
HIST1H4H	0.0002438201395105077
TES	0.00024354001612881602
AC011816.2	0.00024321125914493827
AC073569.3	0.00024319435112320537
PPP1R3D	0.00024317023409975737
AL022315.1	0.00024311203776158756
CHL1	0.00024310724582719405
RFX2	0.0002421134575502965
AL356804.1	0.00024128741569296385
AC018552.3	0.00024078780351161297
PRDM16-DT	0.00023928911488642877
CEACAM3	0.0002392175539355185
TIFA	0.00023906444443184125
AL451165.2	0.00023886316338667509
PLEKHA8	0.0002379192579349429
CXCR2	0.00023785517872667116
AP000593.3	0.00023778092768376037
ZNF200	0.00023735696585234725
AC007686.4	0.00023649686584247375
FLT3	0.00023641440468462934
ORM1	0.0002359702969673969
ITIH2	0.00023577451431468381
AC015871.1	0.00023557288458613167
AC078846.1	0.00023541170936753757
GPX3	0.00023538799688326212
MGP	0.0002352807556023868
LILRB3	0.0002351982956119341
SLC6A13	0.00023400262074201476
DEPP1	0.00023328193154588086
C1RL	0.00023304378547132286
TRDV2	0.00023200966605780362
SCO2	0.00023174560725162247
MDM1	0.00023162159946546923
VNN2	0.00023137853388284607
MLKL	0.0002311985810135301
AC008567.3	0.00023053499383865524
NBPF9	0.0002304571774753925
C17orf107	0.00023042968244301493
HBQ1	0.00023023903268771219
AC099811.5	0.0002301048444433342
SH2D3C	0.0002294191833967239
FADS2	0.00022932690412816423
AP000879.1	0.0002282389521742793
LRWD1	0.00022810747013065735
ITPKC	0.00022802327620909818
AC009133.3	0.00022778337132169432
CRISPLD2	0.00022768840273864466
SNX20	0.0002276833863000636
GJA1	0.0002276450233767992
KPTN	0.00022754461264068183
SLC5A3	0.00022750863121381444
AC009495.3	0.0002273842726185976
COL3A1	0.00022692470931064566
FAR1-IT1	0.00022683197470159327
AC073140.1	0.00022652911187689257
ST8SIA6	0.00022636344344246397
AL359094.1	0.00022632484923803314
TACC3	0.00022626216037045506
SLC9A1	0.00022617084350062358
CRYBG1	0.00022606147199572303
NSUN7	0.00022564981740535856
ZNF273	0.00022564664941215938
MANSC1	0.0002251244437550506
FCER2	0.00022500777021967544
GP5	0.00022495683113813974
AL512303.1	0.00022492942583379164
VPS13A-AS1	0.00022482132541591573
ZNF574	0.00022449183834773512
TRBV9	0.0002244249757285447
IMPA2	0.0002244125352149983
MYO1G	0.00022418607977949312
AC090510.3	0.0002239830471548974
AL590491.2	0.00022388914739851308
OSGIN2	0.00022304867921337694
APOL2	0.00022288724708999962
AL590822.2	0.00022277547826623606
PDE4D	0.00022261913583299225
SCAANT1	0.00022260956331658622
CCL8	0.00022154163637969846
CCDC61	0.00022135271078014084
GRAPL	0.00022121376187283554
OASL	0.0002207816167015183
LINC00211	0.0002205150936566028
AC005280.2	0.00022031745480411487
FO393419.2	0.00022026831571316568
AC012508.2	0.00022004052127864806
AC022966.1	0.00021999279409126753
INHBE	0.00021953414814031508
TRIM74	0.00021950831615591754
RSF1-IT1	0.00021911562239716
AC003991.1	0.000218859783055046
AL163952.1	0.0002185606970334798
AC027290.1	0.00021827594791387186
AC026725.1	0.00021807216631034468
LINC00538	0.00021741082623402984
KIR2DL1	0.0002173762173956314
AC010132.4	0.0002173445492258115
TRBV6-1	0.0002167768986984858
RETN	0.00021667360898175371
AQP1	0.00021657208306345694
FAM174B	0.0002159011065462083
DNAJC3-DT	0.0002157113663472556
CXCR6	0.0002156921668171989
CATIP	0.00021537280811688807
AC215522.2	0.00021530175259962164
AC025262.4	0.00021502765137196002
IGKV1-27	0.00021490735638916598
ZNF408	0.000214094679067177
SLC30A3	0.00021408543235433537
INAFM1	0.00021380430647247162
PFKFB4	0.00021365041699965254
ADAM8	0.00021358733289189726
CLIC5	0.00021315248830820285
IL18R1	0.00021310026079806042
ARSG	0.00021276265568236872
LGALSL	0.00021257245562039892
AL050403.2	0.0002122696071349161
ZNF93	0.00021226632145203225
CCK	0.00021182734865105918
AOAH-IT1	0.00021115873385029255
SLFN12	0.00021114611293675836
GFOD2	0.00021037523896613717
KIF5A	0.00020988263480527933
RFLNB	0.00020969024356548587
CLNK	0.00020954145830156601
PEX11G	0.00020933938736613202
AC016831.1	0.0002089259807139029
SULF2	0.0002089174055838219
PDZD3	0.0002087311972549281
NRGN	0.0002085893156854595
EXT1	0.00020829282303602738
LINC02207	0.00020827339851438442
AQP9	0.0002079718543115643
LINC00482	0.00020741467265213275
AL358334.4	0.0002067621529092758
ROBO2	0.00020652986402350183
TTPAL	0.00020621695534551825
AC020703.1	0.00020583655803301328
TNFSF14	0.00020576581294919706
ARF4-AS1	0.00020575714898951353
CENPF	0.0002048823839452401
SLC37A3	0.00020350305059473956
GBP5	0.00020229563392983813
RGS14	0.00020226956774780833
PCDHGC3	0.000202163229429292
C11orf21	0.00020204572427860148
PLIN5	0.0002015994983778041
LINC00324	0.00020145875550238478
APTR	0.00020121631066177475
SH3BP5-AS1	0.00020115360474072
PHF13	0.0002010850534634211
OPLAH	0.00020106894699320463
AC016831.7	0.00020024533166773645
MIR34AHG	0.00019883228154943532
CCL20	0.00019828774389744097
PRAME	0.00019825795058812294
LATS2	0.00019738734416646642
TNR	0.00019716734849916292
LPAR2	0.0001957338378262197
IL6	0.0001953578689059267
SLC4A4	0.00019512295062770093
ANXA3	0.00019510885946348038
CYP1B1	0.00019510723812966822
CLEC12A	0.00019393368834561925
ZNF836	0.00019313989217245345
TAFA2	0.00019283176295466076
AL022328.4	0.0001917647592967644
NNAT	0.00019168643605591728
GPAT3	0.00019156665399816986
AP001372.2	0.00019071891822530033
CERNA2	0.00019068995562366773
AC003681.1	0.000190041076529903
RAB42	0.00019004049949682781
AC079209.1	0.00018802668656892535
AL356356.1	0.00018798416461717602
SEMA4A	0.00018779257915150824
S1PR4	0.00018732225029104377
AL391832.3	0.00018619237289054527
CHAF1A	0.00018618406432829623
DHRS13	0.00018519898879930274
FPR2	0.00018405416558336485
LINC00173	0.0001826192333110715
FOXP1-IT1	0.0001812229233226841
PDCD4-AS1	0.00018098459258429817
NCAN	0.0001800805024207869
MAP3K20	0.00018006308782701007
GPR141	0.00017861818617598575
RND3	0.00017850132996449466
SPON2	0.00017794121800436102
LINC00852	0.00017724777662125163
HAL	0.0001739290507711071
ST3GAL2	0.00017367591941434078
AL445524.1	0.00017292458247117153
AL139246.5	0.00017252402134072497
KLHDC8B	0.00017249464281817524
ADA	0.00017228848756326893
TCN1	0.00017209723502352185
MFSD13A	0.00017191971156712933
LINC02649	0.00017189295145959426
BST1	0.0001717686398093725
ALDH1A2	0.00017170083968810846
ABCA7	0.0001712085062197389
BATF	0.00017102137119499134
PDSS1	0.00017100185132836666
MMP25-AS1	0.00017081545946790792
MCEMP1	0.000170436313298589
CXCL3	0.00017043497196311502
DCX	0.00017002838585930866
PCDH15	0.00016975526067387962
LMO3	0.0001695025717194269
OPRL1	0.00016933985352065727
CLEC4D	0.00016784498308961563
CD24	0.00016698788264273207
MGAM	0.0001665907582942848
TMEM164	0.0001665094444732644
DGKH	0.00016618268113678572
SECTM1	0.0001658343278494834
LINC01002	0.00016538046612366296
F2RL1	0.00016520213294617524
AC007608.2	0.00016504042162282973
AC104695.3	0.0001649544231411547
AL627309.5	0.00016478712502577655
HIST3H2BB	0.00016464392598162692
KCNIP4	0.0001645111541315205
AC010186.3	0.00016407401530778496
ZNF486	0.00016386269339452149
AC116366.1	0.00016345853784217748
AC093157.1	0.00016204584281405326
SLPI	0.00016201862228522277
IL18RAP	0.00016167801219087858
LINC00309	0.00016123607255177919
CHST2	0.00016106849877180044
ZDHHC19	0.00016055438239756528
ALPL	0.00016026627137588414
ADGRV1	0.00015981264604491557
EEF1A2	0.0001595379763220464
TTC21A	0.0001594551742965091
CXCL14	0.0001593033065371929
F3	0.00015927793546697983
AC120193.1	0.0001590388207241588
LINC02762	0.00015859593868104975
VNN1	0.0001572026164610345
ELF3-AS1	0.00015693846435578773
AC092368.3	0.00015692159331734688
HK3	0.00015666637668065224
CSPG4	0.00015648973311246616
MIR3945HG	0.00015566115679129381
MICAL2	0.00015563979212149004
ACSL6	0.0001547748196317737
CRIPAK	0.00015450664170341328
MADCAM1	0.00015448631337099786
NDUFA6-DT	0.0001544559704290578
TBKBP1	0.00015425446375307573
NUP50-DT	0.000154185836160448
RAB7B	0.00015400609958019518
ARAP3	0.00015307030848641485
CD1D	0.00015305586936627635
DLL3	0.00015289283522606196
RGL4	0.00015263857681227034
CR1	0.00015260833655949052
TRBC1	0.00015259747625879643
UTS2	0.00015233051686576942
CCL22	0.0001515102601784571
C15orf48	0.00015106014194253664
AL139353.2	0.00015099838165277281
IL10RB-DT	0.0001507775403023306
RANBP3L	0.00015051247133906063
MPZL3	0.00015044768139964746
CXCL10	0.000150045997190134
TNNI2	0.00014993736846238552
MIAT	0.0001496678423906097
NATD1	0.00014957237073898725
MELTF	0.00014952161225706198
TRIM68	0.00014940920716527775
TIGD3	0.00014881123708322018
LUZP2	0.0001484447208109381
MT1G	0.00014840905579167172
AC017083.1	0.00014810870760331707
ITGA7	0.0001476792356673801
AC015912.3	0.00014658374354430278
CA12	0.00014656355128251595
CLSTN3	0.0001463093134358725
AC011445.2	0.00014587391277508905
BGN	0.00014536219187419438
SH2B2	0.00014513236985764117
ZNF419	0.0001448404601648925
GPR176-DT	0.00014476872492818436
TLR8	0.00014452899638485434
HIF1A-AS3	0.00014451801462537982
SEC24B-AS1	0.00014428357779628062
B9D2	0.00014387386882993392
IGLV1-40	0.00014360473695710578
PHYHIP	0.00014280462698214942
VAV3	0.00014130402292141764
SLC16A6	0.00014097632121403943
SENCR	0.00014080224577551115
FAM157C	0.00014055864378625834
KIAA1324	0.00013985283865100415
AC011472.2	0.00013915808960509457
PSMD6-AS2	0.00013913906410519287
CDK14	0.0001380641283212101
CEACAM4	0.00013727543712422038
MGST1	0.00013686412524899365
RASD1	0.00013686068724487845
AC004241.3	0.00013674950869274475
AC006504.5	0.00013674779390109907
APOL1	0.00013654988484128637
LRFN1	0.00013617664946663976
ANTXR2	0.0001361353019518623
IGFBP3	0.00013601997981918732
CXCL1	0.0001359213852932935
GLTPD2	0.00013578107120936064
COL4A2	0.00013574309283393324
FFAR2	0.00013544253563323093
AC083799.1	0.00013529741308436014
ANKRD34A	0.00013497528977819294
MKI67	0.00013491567406939155
VIM-AS1	0.00013479263268730422
SLC8A1-AS1	0.00013479174029586683
ST20-AS1	0.00013478331597409089
TNFRSF11B	0.00013409953778843717
CENPE	0.00013406461563711213
THBS4	0.00013374208326081115
AC145207.2	0.00013362630006277866
AC096667.1	0.0001336042483913369
PEAK3	0.00013322855559558814
IRF4	0.0001328243270353994
TMEM265	0.00013225909030758264
MROH8	0.0001319729780520684
GPC2	0.00013162985716216172
LONRF3	0.0001315471473219765
AC130650.2	0.00013148478720033358
ZNF674	0.00013124973065417212
AC005050.3	0.00013119771281716914
AC010680.3	0.0001311554028792545
LXN	0.00013112160166839175
MARC1	0.0001308940740187248
AL035071.1	0.00013070378893888053
GPR17	0.00013069891491018388
MEFV	0.00013045405504240703
KREMEN1	0.00013014914028176413
WFDC3	0.00012951299247061755
CCR7	0.0001295092984635349
EMILIN3	0.00012882533832289444
STS	0.0001281949270336139
UBE2C	0.0001279053219911727
TRAV13-2	0.0001278329930686729
TRBV4-2	0.0001275722437134333
TOP2A	0.0001275333291176385
LINC01004	0.0001275282294298537
SULT1B1	0.0001272211310939444
RORB	0.00012698289330644052
SDK2	0.00012695361413172886
HEY1	0.00012693421609858725
Z99496.2	0.0001268978627086453
AC116366.2	0.0001268349634446202
AC002467.1	0.00012678530807264324
AC005674.2	0.00012634659267156308
TNFRSF4	0.0001260091868605091
STX17-AS1	0.0001256601531633554
CRLF2	0.0001253321155462808
SPAG1	0.00012529140791291528
MCM8	0.00012494511486885944
AL583722.2	0.00012482697725380482
HELZ2	0.00012466447879175898
CTSK	0.0001245315494500732
MXD3	0.00012373407017538673
LILRA6	0.00012372493747910183
AL356020.1	0.0001235129029738864
LINC01506	0.00012347765888345554
LINC02384	0.00012335024618441402
EFEMP1	0.0001233130303793786
MT1M	0.00012307814897683251
EPB41L4B	0.00012192270937714267
KIR2DL4	0.00012177935759644986
SRXN1	0.00012132430974928852
EREG	0.00012126520825235241
IGKV4-1	0.00012118930854977454
MSC	0.0001210963360167447
LRG1	0.00012098981746499692
PPP1R1B	0.0001208247187241143
TIMM8A	0.00012058905417112976
ZNF185	0.00012037710210414814
MAGIX	0.00012035101995224129
RRAD	0.0001190481342417065
EPHB1	0.00011859126956823296
LHFPL5	0.0001184971296576269
ROPN1L	0.00011828994124392851
DGAT2	0.00011812281908091261
ZNF20	0.00011785556599191287
NPTN-IT1	0.00011778381546733761
MYO7B	0.00011774779964834855
TRBV2	0.00011757564572005914
FGFR3	0.00011754881442839886
ICAM4	0.00011724232962430203
MAK	0.00011689756419534535
COL11A1	0.00011665420085969757
SNTB1	0.00011660955422144735
TIAM2	0.00011560193805561216
LNX1	0.00011533203987696235
AC009962.1	0.00011530282028588802
MAPK13	0.00011527015731684442
NID2	0.00011495450423011704
U62317.4	0.00011483893078864176
CEP19	0.00011471610546764569
AC092117.1	0.00011453879225814134
ANPEP	0.00011431879683482592
PAPSS2	0.0001140727732807066
LINC00910	0.00011367344832712595
ASF1B	0.00011303136133055084
AC004846.1	0.00011302443971720512
ADAM19	0.00011290961670530744
LINC00937	0.00011242886544705102
KCNJ16	0.00011179016820204516
ZBP1	0.00011170056150291548
FOXP3	0.0001112685732236694
AC004974.1	0.0001109288156510991
AC106739.1	0.000110764850020898
ADGRG3	0.00011052906602745211
Z99774.1	0.00010973165714993215
PDGFRB	0.00010925498987632217
KIT	0.00010921044144072849
SIGLEC5	0.00010890673972434722
MPZ	0.00010821180378325457
NOD2	0.0001079598540426368
AC132872.5	0.00010731864158332804
AC112253.1	0.00010720435850450206
AC004846.2	0.00010701726097403461
AC020913.1	0.00010684432481598109
IGF2BP2	0.00010680842619477389
AC080112.4	0.00010644643986171878
AL160272.1	0.00010589344645579253
ATRNL1	0.00010574199586117718
LPP-AS2	0.00010569887621624816
GALNT3	0.00010561499538221633
NLRP12	0.00010527736757664492
DPP4	0.00010526167323532124
PF4	0.00010520356753792737
GPR174	0.00010499300000292185
AL135818.1	0.00010498286674503092
FBXO40	0.00010459639396593605
CT70	0.00010456878268211308
NCAPH	0.00010410276486283629
NANOS1	0.00010401113561500881
AC004241.1	0.0001039824891879314
CAVIN2	0.00010366475471430203
SLAMF1	0.00010340098978721778
AC015871.4	0.00010317294865544517
PAPLN	0.00010276335374801709
AC133919.2	0.00010270803756612052
LINC00243	0.00010270490781770916
PCDHGB6	0.00010267755897386674
TRDV1	0.00010246085346957986
TRAV4	0.00010143594135886195
CD36	0.00010125591028235888
SCN1A	0.00010107048948926717
AL390755.1	0.0001010356039380788
KIAA1257	0.00010092500163556653
HIST1H2AJ	0.00010085204119028033
CD28	0.00010078668563462655
IGKC	0.00010076447262747782
NR2F2	0.00010073647175346446
CRTAM	0.00010049386875880222
ZNF454	0.00010023550537094045
AC004540.2	9.990424145772341e-05
SNAP25	9.974980943213143e-05
NLRP6	9.933989225814715e-05
RASA2-IT1	9.928703093138724e-05
POU5F1	9.921241789771558e-05
CDKN3	9.906675487967751e-05
AC124283.1	9.899608720746998e-05
CD177	9.893159810083084e-05
STIM2-AS1	9.879040139338127e-05
AC135050.6	9.863342288788541e-05
CCDC36	9.806085856346245e-05
TRAV5	9.774284761776913e-05
AC130343.1	9.774201365281565e-05
AC011899.2	9.770727103156873e-05
LINC02259	9.748407598035591e-05
NHSL2	9.745369048625876e-05
RAI2	9.74500232532749e-05
AFAP1L2	9.726409585203628e-05
ZFHX4-AS1	9.706898551424883e-05
AC106795.2	9.695937259908225e-05
CD79B	9.673743470096312e-05
AL603783.1	9.65840082756552e-05
CFH	9.62935872740106e-05
TRAV12-2	9.626049949788346e-05
SVIL	9.610884289914051e-05
RARA-AS1	9.610040231737401e-05
ADORA2A	9.574945129092337e-05
BEND7	9.569441537652526e-05
AC007938.2	9.539080275986636e-05
VNN3	9.52078033923004e-05
AC025165.2	9.512128605046368e-05
DNAH7	9.502175538183806e-05
AC009509.1	9.499538103204663e-05
CRYGN	9.479242400284128e-05
CCDC78	9.472692479142234e-05
GNG11	9.411928328856486e-05
TM4SF1	9.409354088234715e-05
AC132872.3	9.405266711239218e-05
ST6GALNAC2	9.379738667987112e-05
AL161665.1	9.358535577125502e-05
SLC16A4	9.354736588285661e-05
AL356417.3	9.345493961166125e-05
AC025682.1	9.344702542274619e-05
AC005224.2	9.343975260362342e-05
AC103769.1	9.319084325607051e-05
AC010624.5	9.303486034962534e-05
ADIRF	9.297479914178213e-05
CCNT2-AS1	9.267966269690687e-05
ANGPTL7	9.24763682342871e-05
MARCO	9.243409366981151e-05
AC018607.1	9.237965954364888e-05
CDCA8	9.231662655090612e-05
LOX	9.222569480173622e-05
LINC02158	9.211902533145024e-05
TRAV3	9.163717970392607e-05
AL035661.2	9.162191050142474e-05
TRAV9-2	9.146944056274347e-05
COL20A1	9.145034260131525e-05
CHST13	9.122805476926764e-05
NSG2	9.11913325522344e-05
TRBV23-1	9.106472088832026e-05
ABCC11	9.09396526805039e-05
AC108134.2	9.090938777290941e-05
H19	9.090610804966821e-05
PTP4A3	9.09046125472584e-05
BAALC-AS1	9.073976240085172e-05
AC114271.1	9.058752346216278e-05
AC109322.1	9.055802026985355e-05
TEX22	9.046214693226062e-05
AC025048.4	9.01940241879866e-05
LEF1	9.005587073439606e-05
HAS1	8.977078212848373e-05
GSEC	8.953969499409802e-05
AC005476.2	8.953829489550019e-05
ASPM	8.929008047841882e-05
AL390957.1	8.908077844090842e-05
AC012020.1	8.895635500769615e-05
EMC1-AS1	8.887792563267725e-05
SCG2	8.861304922227593e-05
HSH2D	8.861100971203235e-05
TTC9	8.851774578184968e-05
MMP9	8.850405984320722e-05
TRAV1-2	8.84382200922116e-05
TUFT1	8.833818481018379e-05
MFSD2B	8.819889523098472e-05
CAPN10-DT	8.81216864462678e-05
CD79A	8.806894022192439e-05
FBXO43	8.783798082316741e-05
EMCN	8.766777548181616e-05
CNTNAP3	8.76339769965327e-05
CNTNAP3B	8.742687298891945e-05
TPD52L1	8.73803483510358e-05
CLEC3B	8.736601770065953e-05
SLC29A4	8.733861066161133e-05
MYL9	8.720632111766678e-05
SLC24A3	8.704399614283463e-05
CTLA4	8.700782741830212e-05
AC007298.1	8.647122537623565e-05
HPGD	8.642638988116147e-05
P4HA2	8.638168975828758e-05
MAPK4	8.63800606245689e-05
LINC02289	8.634458598613388e-05
RGS5	8.622441970058545e-05
CASZ1	8.596327756378285e-05
ADAM12	8.594976833814113e-05
DLX1	8.586991637653635e-05
VGF	8.548416068202632e-05
MMP1	8.502037378202231e-05
AC011447.3	8.491503143400046e-05
LINC01619	8.469530159668124e-05
TBX6	8.461552306740481e-05
CD70	8.449734154299973e-05
NPTX1	8.426145463043491e-05
HCG27	8.42452196026107e-05
MAP3K7CL	8.422720108531324e-05
