gene	importance
HSDL2	0.00046835869970122886
ZCCHC2	0.0004678637022661013
LINC00662	0.000466884364231314
IL2RG	0.00046685031131044464
EHD1	0.0004659552654364509
MKKS	0.0004659332729049507
SLMAP	0.0004658139779886505
TRPS1	0.00046484961991430075
TLK2	0.0004644304726410624
DLD	0.0004641606901342224
WAC-AS1	0.00046405743804752163
KLHL21	0.0004638346587320278
FAM126B	0.00046373889878598124
MEMO1	0.00046363067996806984
HIF1AN	0.00046355056416092915
NT5C3A	0.000462186828230493
TPST2	0.0004619310154760953
SH2D1B	0.000461332271595257
PARP9	0.0004611373868089671
IFNG	0.0004606169430573944
PSMB8-AS1	0.000460117117809355
ORAI1	0.00045965101464558666
PGS1	0.00045963766183688975
ACOX1	0.00045962024237836054
NKG7	0.00045779302411424685
AC135457.1	0.0004577400803287585
KDM1B	0.0004571494258775998
TNFRSF14	0.00045670164645032676
PTK2B	0.00045664384004034524
DIAPH1	0.00045642739991601217
RPS10-NUDT3	0.0004563976151258657
DPEP2	0.0004559932869623933
GRM7	0.0004547945454938812
RAB11FIP1	0.00045244274247912186
TM9SF1	0.0004522640600073368
RAP2C	0.00045204143825487
PDZD11	0.0004515397695996766
DOK3	0.00045095474777962034
CUL4B	0.0004504304094475434
UIMC1	0.00044943587825430385
KIR3DL1	0.0004485589035616218
TMEM43	0.0004482268817800351
HBA1	0.0004470220254878881
BRAP	0.0004465475577922457
FGR	0.0004458674795427676
GMCL1	0.0004450887334438472
BCL3	0.000444745536633972
CNTNAP5	0.00044431843806325616
SOX18	0.0004441902745344849
RGS18	0.0004439447805104367
PLBD1	0.00044388187325300894
CCDC93	0.00044367680731970295
CHD1L	0.00044294632498570084
RALB	0.0004427303126048772
PPME1	0.00044134294929543713
R3HDM1	0.00044128584125136715
DSC2	0.00044076056932469665
SLC39A12	0.0004406470740503928
NKRF	0.00044025105500232947
CAMK2G	0.0004398004307937893
OLFM2	0.0004395496395386199
CCDC88C	0.0004389564472900688
AC073263.2	0.00043868715648978895
ZNF746	0.0004382916479918398
HIST1H4E	0.0004382706272641533
TDP2	0.00043763590411144713
TNFSF10	0.0004376356272817989
HSPA12B	0.00043636212068366486
